phrases,tags
I found the exchange rate for my cash withdrawal is wrong,wrong_exchange_rate_for_cash_withdrawal
Is there a charge for using transfers for top ups?,top_up_by_bank_transfer_charge
"The expiration date on my card is very soon, and I need to get a new one.  What are the price and delivery options for my replacement card?",card_about_to_expire
How long will my payment be pending?,pending_card_payment
"I need to refund my item, can you please help?",request_refund
"When I got my cash, the amount was not what it should have been, based on the exchange rate.",wrong_exchange_rate_for_cash_withdrawal
Is it possible to exchange currencies?,exchange_via_app
"Hello, there was an error while attempting top-up with my card this morning. I was able to use the card two days ago with no issues. Could you please assist?",top_up_failed
I do not see the card PIN anywhere?,get_physical_card
Are you able to guide me to my card's location?,lost_or_stolen_card
I would like to know how much I can top-up.,top_up_limits
I don't recognize this withdrawal on my statement,cash_withdrawal_not_recognised
How do I know which payments I make will have additional fees? Where can I find this information online?,card_payment_fee_charged
What do you do to transfer money to my account?,transfer_into_account
How do I sign up for a card if I'm in America?,country_support
How come my cash withdrawal came with an unnecessary fee?!,cash_withdrawal_charge
Why would I get a decline message in a transfer?,declined_transfer
Someone stole my wallet a couple of hours ago now and they have taken money from my account. Is there any way that you can help so I won't lose any more of my money.,cash_withdrawal_not_recognised
How to edit personal details?,edit_personal_details
"Hi, I'm trying to by some crypto and the app isn't allowing it. I really want to exchange this, what am I doing wrong?",beneficiary_not_allowed
I didn't set up a direct debit payment on my account.,direct_debit_payment_not_recognised
What is the return policy?,request_refund
My friend would like to send me money. What are the options available to them?,receiving_money
Please can i get a disposable virtual card as well?,get_disposable_virtual_card
How can I solve my issue with holding multiple currencies?,fiat_currency_support
Can you explain the transfer fee that I was charged?,transfer_fee_charged
How many cards am I allowed?,getting_spare_card
How can correct Top up with the app to work correctly?,top_up_failed
Am I getting charged for making a payment?,card_payment_fee_charged
What do I do to verify my source of funds?,verify_source_of_funds
What are the top-up fees for my card?,top_up_by_card_charge
Why isn't my refund shown on my statement?,Refund_not_showing_up
Is this card available to United States Residents?,country_support
I added money through a bank transfer and it is not showing in my balance.,balance_not_updated_after_bank_transfer
There is a payment I don't recognise!,direct_debit_payment_not_recognised
The app is having trouble verifying my identity.,unable_to_verify_identity
I have tried 5 times at this point to complete a transfer that's simply standard. What appears to be the problem? Is your system messed up?,failed_transfer
The app is showing a cash withdrawal that I didn't make.,cash_withdrawal_not_recognised
The atm wouldn't give out cash,declined_cash_withdrawal
Why am i being double charged for something?,transaction_charged_twice
It looks like my top-up was cancelled,top_up_reverted
What is the reason why the transfer shows as pending?,pending_transfer
How do I change the PIN?,change_pin
"When I bought something abroad, the exchange rate was wrong.",card_payment_wrong_exchange_rate
Can I get an actual card,order_physical_card
can you tell me where to find the top-up verification code?,verify_top_up
how is it possible to add another card to account,getting_spare_card
"I need a second card, can I have more than one?",getting_spare_card
Why was one of my transfers declined?,declined_transfer
I can't find any option to top up with a cheque?,top_up_by_cash_or_cheque
"my phone was taken yesterday, what should I do about my account?",lost_or_stolen_phone
My card is about to expire.  How do I get a new card?,card_about_to_expire
Is there a limit for age?,age_limit
"Just received my replacement card, what steps do i need to take to activate it?",activate_my_card
Could I raise a dispute for a large payment that i found out was not done by me in my couple of last statements? I am aware its delayed now. Please help me out.,direct_debit_payment_not_recognised
Do you know why my card payment has been declined?,declined_card_payment
I should not have been charged a fee for cash withdrawal.,cash_withdrawal_charge
"Help! I think someone has a copy of my card - I still have my card, but a five hundred pound cash withdrawal that I didn't authorize is shown on my account.",cash_withdrawal_not_recognised
Do you have any top-up limits?,top_up_limits
Can I order a new card with the app?,card_about_to_expire
Do all ATMs accept this card?,atm_support
I'm interested in learning more about product refunds.,request_refund
How can my friends top up my account?,topping_up_by_card
How can I change my information?,edit_personal_details
"I withdrew money and got a fee, please explain",cash_withdrawal_charge
Please help me!  My physical card isn't working right.,card_not_working
My transfer failed to a beneficiary,beneficiary_not_allowed
Can a friend top up my account,topping_up_by_card
I was declined when trying to withdrawal cash!,declined_cash_withdrawal
Could google pay and top up be together?,apple_pay_or_google_pay
Please help me unblock my pin which I put the wrong one too many times.,pin_blocked
My virtual card isn't working.,virtual_card_not_working
Some cash shows up on my app.,cash_withdrawal_not_recognised
how can i add money from my amex card,supported_cards_and_currencies
I am not able to purchase anything online! I have been using my card on multiple sites over a period of two weeks and none of the payments have gone through. Why is this happening?,reverted_card_payment?
What if my top up didn't work?,top_up_failed
I made a cash withdrawal at an ATM but it still says pending in my account.,pending_cash_withdrawal
How long will my top-up be pending?,pending_top_up
Why are you charging fees on cash withdrawals? I went to withdraw some money earlier today after buying groceries. There's a fee that wasn't there before.,cash_withdrawal_charge
"I completed a transfer within the UK two days ago, but it is still not showing received.  I have verified the account number is correct already.  Is there anything else I need to do or is there a problem?",transfer_not_received_by_recipient
A percentage fee was charged to my withdrawal.,cash_withdrawal_charge
Can it specifically be delivered on a certain date?,card_delivery_estimate
How much will it be in order to pay with a bank transfer using SEPA?,top_up_by_bank_transfer_charge
"I transferred money, but I think I've been charged a fee for it?",transfer_fee_charged
I don't think that my top-up worked.,top_up_failed
I paid with card and I was charged a fee,card_payment_fee_charged
Seems like my transfer was declined how come?,declined_transfer
want to know how to get virtual card,getting_virtual_card
"I am seeing unathorized transactions in the app, on my account.",cash_withdrawal_not_recognised
I didn't receive the amount of cash I requested for the ATM.,wrong_amount_of_cash_received
Will I get charged fees when I add money with an international card?,top_up_by_card_charge
I need to know what charges I will incur for using a European card for top up.,top_up_by_card_charge
Who can request disposable cards?,disposable_card_limits
The atm didn'y give me all the cash,wrong_amount_of_cash_received
"I bought something while traveling, and the exchange rate was wrong.",card_payment_wrong_exchange_rate
My Google pay top up isn't working.,apple_pay_or_google_pay
I entered the correct pin but I still couldnt get funds.,declined_cash_withdrawal
Problems with my top up,top_up_failed
With what currencies can I add money?,supported_cards_and_currencies
How do I query a payment on my card? It looks like I have paid for the same thing twice.,transaction_charged_twice
Why have my top ups been canceled?,top_up_reverted
How can I get my card out of the stupid ATM that ate it?,card_swallowed
"i need help, i lost my card",lost_or_stolen_card
"Hi, I am facing issue with my card payment while shopping online as payment is getting reverted. I am struggling with this issue around two weeks. Please advise.",reverted_card_payment?
My card payment wasn't declined,declined_card_payment
What is the length of a transaction completion?,transfer_not_received_by_recipient
Can you tell me how to get a disposable virtual card?,get_disposable_virtual_card
Is the ATM broken? I can't get cash from it.,declined_cash_withdrawal
"I am in desperate need to transfer funds from another account that i have into this one, how do i do that?",transfer_into_account
Why is this payment pending?,pending_card_payment
I could not use my card in a store.,declined_card_payment
How long will my most recent transfer take to go through? The recipient needs the money urgently.,transfer_not_received_by_recipient
What is the most efficient way to activate my new card?,activate_my_card
Can money be exchanged from one currency to another?,exchange_via_app
What is this cash withdrawal I don't recognize?,cash_withdrawal_not_recognised
I got a notice from my app that I withdrew cash but I don't remember doing so. How do I fix this?,cash_withdrawal_not_recognised
My recent transfer didn't go through - why not?,declined_transfer
I did not get all the cash at ATM.,wrong_amount_of_cash_received
my transfer isn't there,balance_not_updated_after_bank_transfer
I don't know where my phone is.,lost_or_stolen_phone
"Hi, I am currently in the process of buying a flat and I am waiting for the mortgage to go through but it keeps showing up as an error.  Do you know what could be causing this and can you help me get the money over.",failed_transfer
"I've been to several different countries, can I exchange the cash with a discount for a large transaction?",exchange_charge
I don't recognize this payment at all!  Help!,card_payment_not_recognised
"The transfer keeps failing - I tried to transfer some money to friends this morning but it keeps getting rejected for some reason, I have no idea why",failed_transfer
"I was charged a fee when withdrawing cash, can you explain why?",cash_withdrawal_charge
Is it possible to reactivate the card I thought I lost but found this morning in my jacket?,card_linking
Which currencies will you exchange?,fiat_currency_support
"Hello, I made a payment with my card and it's not working. It's been a while and still says its pending. Can you tell when this will go through?",pending_card_payment
I couldn't transfer money to a beneficiery,beneficiary_not_allowed
Why did I only get $20 when I asked for $100?,wrong_amount_of_cash_received
I sent money to my family last Friday but they don't have it.,transfer_not_received_by_recipient
The ATM wouldn't allow me to withdraw money,declined_cash_withdrawal
The card payment I attempted to make failed.,declined_card_payment
"My son has just turned 13, is he old enough for an account?",age_limit
How long are deliveries to the US?,card_delivery_estimate
"I didn't think my country-to-country money transfer would take so long. It still says that it's pending so I re-checked all of the account information--everything seems right, so what's the deal?",pending_transfer
atm ate my card,card_swallowed
I can't use the app because I got mugged yesterday and they took everything. Please help.,lost_or_stolen_phone
My salary is in GBP. Do I need to configure this somewhere?,receiving_money
what is the amount of disposable cards I can have?,disposable_card_limits
Why is there an extra fee on a transfer?,transfer_fee_charged
The rate of exchange for my cash withdrawal is wrong.,wrong_exchange_rate_for_cash_withdrawal
I lost my passcode.,passcode_forgotten
I use my card internationally to manage payments and I just noticed that you are adding additional fees.  Why?  I am a good customer and this has me thinking about leaving.,transfer_fee_charged
Is there a charge for topping up by card?,top_up_by_card_charge
I exchanged Russian rubles for British pounds today and got less than I expected. Was exchange rate correct?,card_payment_wrong_exchange_rate
"Please double check my card - withdrawal was working fine so far, but this morning on the way to work it suddenly got declined!",declined_cash_withdrawal
What do I do if I cannot access the app?,lost_or_stolen_phone
Are top-ups unlimited?,top_up_limits
I would like to know why so much identity information is required?,why_verify_identity
There is a direct debit payment on my account that I didn't authorize.,direct_debit_payment_not_recognised
What's the earliest time to receive my card?,card_delivery_estimate
When will I be able to see the refund,Refund_not_showing_up
"Why wasn't it obvious that you charge for payments? If you put the fees in an easy to read format, this could have been avoided.",card_payment_fee_charged
My card expires next week. How do I get a new one?,card_about_to_expire
Do you accept cheques for top ups?,top_up_by_cash_or_cheque
Please tell me how to change my pin.,change_pin
"Hello, my transfers are getting failed continuously, in spite of the fact that all the recipient details are correct. Please advise.",declined_transfer
How can I set up Google Pay on my device?,apple_pay_or_google_pay
auto-top up option can be found where?,automatic_top_up
How many top-ups can I use?,top_up_limits
I would like to top up my account automatically. How do I do that?,automatic_top_up
Can I revive a physical card.,order_physical_card
My card stopped working. How do I check if there is a freeze on it?,card_not_working
How do I check security settings on my card?,card_not_working
where do i go to transfer money from one account to this one,transfer_into_account
Do you accept any card and currency?,supported_cards_and_currencies
Tell me how to renew my new card?,activate_my_card
There's an error in regards to the exchange rate for an item I bought.,card_payment_wrong_exchange_rate
My identity has been stolen. I still have my physical card but there are charges I didn't make on my account. How do I cancel this card or dispute the charges?,cash_withdrawal_not_recognised
Where is my pin? I don't have it yet,get_physical_card
"Unbeknownst to me, there was an additional charge on my prior transaction. A notification of sorts should be required and explained before future payments are made.",card_payment_fee_charged
is it free to add money to my card,top_up_by_card_charge
I need a new card because the ATM took mine.,card_swallowed
Help!  What should I do?  My phone was stolen yesterday.,lost_or_stolen_phone
What are Interbanks current exchange rates?,exchange_rate
"I am traveling, what can I do to set up auto top-up?",automatic_top_up
Should I be seeing a fee applied for my money transfer?,transfer_fee_charged
There has a recent suspicious withdrawal on my bank account. Is it possible to freeze my card?,cash_withdrawal_not_recognised
I use GBP for my salary deposits. Must I set this up somewhere?,receiving_money
Why was my request for cash declined?,declined_cash_withdrawal
"I prefer Visa, can I get that instead?",visa_or_mastercard
I am unable to get cash from the ATM,declined_cash_withdrawal
"I no longer want to transfer funds, can we cancel that transaction?",cancel_transfer
Are cards from the US accepted?,supported_cards_and_currencies
What's the limit for auto top-up?,automatic_top_up
I need immediate assistance in canceling a transfer which was a mistake. Please help me quickly so this does not go through.,cancel_transfer
Is there a cost to receive money?,top_up_by_bank_transfer_charge
my friend has not got the money I sent last week.,transfer_not_received_by_recipient
I have an emergency and lost my phone.  I need help accessing my account.,lost_or_stolen_phone
"Hi, I am unable to see transaction in my account which i made couples of hours ago from my UK account. Please help me in this.",balance_not_updated_after_bank_transfer
Can I open up an account for my child?,age_limit
At what age can my children use your service?,age_limit
"The exchange rate you're using is terrible - this can't be the official interbank exchange rate, can it?",card_payment_wrong_exchange_rate
"My card has not been delivered yet and its been a week since I ordered it, please help",card_arrival
I need to freeze my card as soon as possible. I just checked my account and saw that there have been several payments that I don't recognize over the course of a few days. Can we investigate and get my money back?,card_payment_not_recognised
How many physical cards am I allowed to have?,getting_spare_card
Why is it showing that my account has been charged a dollar that is showing as pending?,extra_charge_on_statement
Am I going to be charged for topping up by transfer?,top_up_by_bank_transfer_charge
What is the extra fee I was charged when using an ATM?,cash_withdrawal_charge
I want to top up my account with a cheque,top_up_by_cash_or_cheque
Are there specific ATM's I can use with this card?,atm_support
Why can't the person I sent the money transfer to see it?,transfer_not_received_by_recipient
Why hasn't my card payment cleared yet?,pending_card_payment
I want to stop my account,terminate_account
My card won't let me withdraw money.,declined_cash_withdrawal
Can you tell me when my money transfer will go through,pending_transfer
Do you offer disposable virtual cards too?,get_disposable_virtual_card
I'm interested in what your exchange rates are based on.,exchange_rate
"i made a payment with my card and was charged a fee, why would you do that",card_payment_fee_charged
I got charged for with a fee for paying with my card.,card_payment_fee_charged
How do I revert a transaction?,cancel_transfer
"Why does the ATM continually decline my card? I've tried multiple times on different machines with the same results. I thought I had enough funds for this, so please help me understand why this is happening.",declined_cash_withdrawal
Can I use this card at any ATM?,atm_support
how much do I have to pay for exchange of currency?,exchange_charge
what currencies do you accept?,fiat_currency_support
What is the charge for sending out more cards?,getting_spare_card
How many different currencies can I hold money in?,fiat_currency_support
"I just got my new card, how do I activate it?",activate_my_card
"Can I get a physical card for free, or is there a charge?",order_physical_card
Can you tell me how to change my PIN?,change_pin
Can I use my apple watch to top up?,apple_pay_or_google_pay
My cards were stolen,lost_or_stolen_phone
I recently bought an item using my card and I was charged an extra fee why is this?,card_payment_fee_charged
What systems do you have in place for my security when using my card for everyday purchases?,get_disposable_virtual_card
"If I don't live in the UK, can I still get a card?",country_support
Where do I find the verification code for the card I'm topping up?,verify_top_up
my virtual card has not came yet!,getting_virtual_card
I couldn't transfer to an account.,beneficiary_not_allowed
What are the reasons that my mortgage payment won't go through? I'm getting an error and don't know how to correct to get this transfer to go through.,failed_transfer
I need to know what is going on. I'm attempting to purchase a flat and need the money to pay on my initial mortgage payment. I'm only getting an error. Can you find out what's going on and help in making the transfer?,failed_transfer
Where are the ATMs that accept this card?,atm_support
My transfer seems to be too expensive.,transfer_fee_charged
"With this app, will I be able to exchange currency?",exchange_via_app
"I thought you offer crypto top up but it doesn't seem to be right ? Money just disappeared from my account, How it would work ?",top_up_reverted
Help! I've forgot my app passcode!,passcode_forgotten
How do I get a card if I live in the US?,country_support
Why i'm I being charged an extra pound,extra_charge_on_statement
tell me how I can order my card.,order_physical_card
I want to cancel my purchase,request_refund
Can I use any card and currency?,supported_cards_and_currencies
How do I verify the top-up?,verify_top_up
I have a transaction showing multiple times.,transaction_charged_twice
How much does it cost to top up by transfer?,top_up_by_bank_transfer_charge
How can I exchange currencies with this app?,exchange_via_app
Where will I get my card?,order_physical_card
Cancel a transaction,cancel_transfer
I was charged more than once for a card payment I made.,transaction_charged_twice
Where can I get my currencies exchanged?,exchange_via_app
I don't see a money transfer yet,pending_transfer
I see non-received cash in my app.,cash_withdrawal_not_recognised
"I need to transfer something ASAP from China, how long will it take to post to my account?",transfer_timing
Can you help me figure out what is going on with a debit payment that is showing up on my account I am not sure is suppose to be there.,direct_debit_payment_not_recognised
What is the refund procedure?,request_refund
Is it possible to do auto top up?,automatic_top_up
What are some of the restrictions that the disposable cards have?,disposable_card_limits
Is there an automatic top up feature?,automatic_top_up
What is the price for a physical card?,order_physical_card
How to receive transfers from my employer when I get paid in GBP?,receiving_money
"I'm having money transferred from Europe, how long will this take?",transfer_timing
My card payment failed.,declined_card_payment
I can't get a contactless payment to work.,contactless_not_working
How can I receive my salary with a different currency?,receiving_money
Which documents do I need for this identity check?,verify_my_identity
are you sending me my card?,card_delivery_estimate
When will my cheque be processed?,balance_not_updated_after_cheque_or_cash_deposit
"I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card.",card_linking
I am trying to revert a transcation I did this morning,cancel_transfer
How do I dispute a direct debit transaction?,direct_debit_payment_not_recognised
Where is the nearest Mastercard ATM?,atm_support
"I was supposed to receive my new card by now, but it hasn't came in.",card_arrival
How do I authenticate my top-up?,verify_top_up
Please help me cancel a transaction.,cancel_transfer
How do I reverse a transaction on my account?,request_refund
Can my PIN be changed in any cash machine?,change_pin
Do you think you're asking for too much information about me?,why_verify_identity
"I need to delete my account, please.",terminate_account
"I was told to verify my identity, how do I do that?",verify_my_identity
Is there always a charge when withdrawing money?,cash_withdrawal_charge
I misplaced my card and I dont know where the last place is where I used the card last. Can you look at my account and tell me the last place I used the card?,lost_or_stolen_card
"I attempted to complete a topup, and I thought all was well, but now the money is gone again. Has there been a glitch?",top_up_reverted
How do I change my account details?,edit_personal_details
What is this random charge of one pound doing on my account?,extra_charge_on_statement
I must change my PIN as soon as possible.,change_pin
My card stopped working after multiple transactions. Why?,card_not_working
The wrong exchange rate was used when I purchased an item.,card_payment_wrong_exchange_rate
I transferred some money but it hasn't arrived.,transfer_not_received_by_recipient
How long will delivery to the US take?,card_delivery_estimate
I am unsuccessfully trying to make a transfer can you help?,failed_transfer
I can't see a top-up top-up verification code.,verify_top_up
How can I cancel a transfer I made,cancel_transfer
My card payment has been on pending forever. What is the problem? It should have gone through at some time by now.,pending_card_payment
"I guess exchange rate for my payment was not correct, as i charged extra on the last saturday.",card_payment_wrong_exchange_rate
There are a couple payments with my card shown that I'm not responsible for. What is going on? Maybe someone has access to my account.,card_payment_not_recognised
Is there a charge for getting more cards?,getting_spare_card
Do I need to pay extra for exchanging currencies?,exchange_charge
Why did my top-up get reverted?,top_up_reverted
I just found a payment from a while back in my account that I didn't make.  Can I still dispute it even though it was a couple of months ago?,direct_debit_payment_not_recognised
How can I get funds into my account from my American Express?,supported_cards_and_currencies
Why was there an extra charge because I used my card to pay?,card_payment_fee_charged
I could not get the ATM to work,declined_cash_withdrawal
This fee shouldn't be there after I paid with a card.,card_payment_fee_charged
"It has been a couple of hours but I do not see my balance updated, can you help?",balance_not_updated_after_bank_transfer
Where can I get money from my card?,atm_support
How do I get refills to my card when I'm traveling?,automatic_top_up
Any extra charges for exchanging currencies?,exchange_charge
What kind of fees will I pay when I transfer?,transfer_fee_charged
What is the current exchange rate?,exchange_rate
Why on earth is the exchange rate so bad?   Can I get a rate closer to the actual interbank rate?,card_payment_wrong_exchange_rate
I need a Visa card,visa_or_mastercard
I got charged twice with a duplicate card. How do I resolve this?,transaction_charged_twice
the exchange rate on my payment was wrong,card_payment_wrong_exchange_rate
I was recently mugged and would like to know if I have to have access to the app to use your services and how I would go about setting up your services on a new device belonging to a current user?,lost_or_stolen_phone
Can you tell me where to go to get a disposable virtual card?,get_disposable_virtual_card
My payment is taking a long time to go through.,pending_card_payment
What is the minimum age required to open an account with your service?,age_limit
Will I be charged for receiving the money?,top_up_by_bank_transfer_charge
why wouldnt the atm give me money,declined_cash_withdrawal
"In the app, where do I find my card PIN?",get_physical_card
Is it possible to transfer money to my credit card?,topping_up_by_card
Please send me a disposable virtual card.,get_disposable_virtual_card
I didn't receive my money earlier and it says the transaction is still in progress. Can you fix it?,pending_cash_withdrawal
"There's a payment with my card that I definitely didn't do myself, never seen that name before.",card_payment_not_recognised
"I tried to get money out of an ATM in Notting Hill earlier, but it didn't work. Is my card actually working? It's the first time I tried using it",declined_cash_withdrawal
"I just checked and my payment was cancelled, why?",reverted_card_payment?
why didnt my account allow a transfer,beneficiary_not_allowed
I need urgent help. I realize I sent my payment to the wrong account number. I made a typo. Please cancel the transfer immediately. I cannot do anything from the app.,cancel_transfer
How do I add my card to the app once I get it?,card_linking
"So, the card PIN?",get_physical_card
Am I able to get this shipped to China?,card_about_to_expire
I want to cancel my card. I think someone else is using it.,compromised_card
How do I make my card show up in the app?,card_linking
I have an outgoing transaction,pending_transfer
What is the time frame that transfers normally take from a UK account? I just completed a transfer and nothing shows up. I need to know if everything is alright.,balance_not_updated_after_bank_transfer
"After I got my cash, I found out my exchange rate was wrong.",wrong_exchange_rate_for_cash_withdrawal
Why is there a fee on my money transfer?,transfer_fee_charged
I still don't have a refund.,Refund_not_showing_up
Yesterday I topped up my card. Why didn't it complete as it still pending?,pending_top_up
I am seeing and extra 1$ charged to my account and wanted to know about it.,extra_charge_on_statement
Am I able to get both a Visa and MasterCard from you?,visa_or_mastercard
Why am I unable to withdraw my money through this card?,declined_cash_withdrawal
"I just bought an item and would like to stop payment, is this possible?  The item has not been received yet.",request_refund
"left my phone at hotel, cant use app",lost_or_stolen_phone
The app says my transfer failed,failed_transfer
My phone is missing.,lost_or_stolen_phone
Can I add money to my account via bank transfer?,transfer_into_account
My card is expiring so how fast can I get a new one and how much will it be?,card_about_to_expire
Why hasn't my refund appeared on my statement?,Refund_not_showing_up
Earlier today I took money out the ATM. After checking the app the amount is so much higher than the amount I received.,wrong_amount_of_cash_received
What is my top-up limit?,top_up_limits
Are you available in my country?,country_support
Is there a way I can have a mastercard?,visa_or_mastercard
Why am I being charged fees on some transactions but not on others? What am I missing here? I cannot find where to see the fee structure on my account. Help!,card_payment_fee_charged
I misplaced my phone so I can't use the app! Does this mean I can't use my card?,lost_or_stolen_phone
Does it cost to add money to my card?,top_up_by_card_charge
How do I make sure my transfer isn't goin to an unsupported merchant?,declined_transfer
I topped up my account but the money isn't there now.,topping_up_by_card
Why is this fee being charged to me after using my card?,card_payment_fee_charged
Why has my card been declined?,declined_card_payment
Please cancel the transfer I just made.  I put in the wrong account number and can't seem to stop it on the app.,cancel_transfer
My account is devoid of funds. Am I permitted to submit additional money via bank transfer?,transfer_into_account
There is a transaction showing up several times.,transaction_charged_twice
A debit came through that I need to dispute.,direct_debit_payment_not_recognised
How long does it take for a payment to change from pending?,pending_card_payment
I will need a new card because mine is almost expired.  How fast do I get a replacement and what is the cost?,card_about_to_expire
My top-up was declined,top_up_failed
I seem to have lost my card.,lost_or_stolen_card
What's going on? I was just recently charged for an ATM withdrawal. I've never seen this charge before and before it's always been free.,cash_withdrawal_charge
Is there a location where I can change my PIN?,change_pin
Can you send me the actual card?,order_physical_card
I'd like to provide my daughter with a card - could I get an additional card from my account to give her?,getting_spare_card
In what way can I change my PIN and where do I need to be?,change_pin
Is payment required to get a card of my own?,order_physical_card
i bought the wrong size and would like a refund,request_refund
Who can send me money?,receiving_money
How will I receive my PIN?,get_physical_card
My card payment didn't work,declined_card_payment
Why would my card payment get reverted?,reverted_card_payment?
Where do you deliver cards to?,order_physical_card
Can I change my PIN at a nearby ATM when in Spain? I think someone saw my PIN and I need to change it but am on vacation.,change_pin
I cant prove who I am,unable_to_verify_identity
My card is about to expire.  Are there any costs with a replacement card?  How quick do you mail it to me?,card_about_to_expire
Are there only certain ATM machines where I can use this card?,atm_support
Why am I being charged the wrong currency exchange when I purchased something abroad?,card_payment_wrong_exchange_rate
What different currencies can I get?,exchange_via_app
What should I do if I think there are unauthorized transactions?,compromised_card
Why hasnt my top up gone through yet?? I thought it was suppose to be instant? Am I wrong? Why is it still pending?,pending_top_up
I thought you guys offered free transfers. Why was I charged?,transfer_fee_charged
Are purchases returnable for full refund?,request_refund
Why am I seeing a direct debit thats not mine?,direct_debit_payment_not_recognised
I was just going over my transactions for the past couple of months and noticed a large type charge that I know I did not make. Even though it's been a while can I please still dispute this?,direct_debit_payment_not_recognised
can you top up your account automatically,automatic_top_up
Can you tell me what are disposable cards for?,get_disposable_virtual_card
"Card has been received, how will it show up on the app?",card_linking
What do you need my identity details for?,why_verify_identity
What are the requirements to open an account for a minor?,age_limit
"The card I thought I lost was in my jacket pocket this morning, so can I reactivate that?",card_linking
"I am wanting to refill my card, is there a charge?",top_up_by_card_charge
I can't figure out how to unblock my pin number. Can you help me?,pin_blocked
Are you ripping people off with the exchange rate?  It can't be that atrocious between banks.,card_payment_wrong_exchange_rate
I'd like my account to be deleted. I'm not satisfied with the service you provide.,terminate_account
From which age can my kids use your service?,age_limit
Why can't my ID be verified?,unable_to_verify_identity
"The other bank confirmed a transfer I made, but this account is not reflecting it yet.",balance_not_updated_after_bank_transfer
Why would my card payment be reverted?,reverted_card_payment?
I have transactions that I don't recognize - I think someone is using my card.,compromised_card
What steps should I take before my card expires?,card_about_to_expire
Do I have a choice for a Mastercard?,visa_or_mastercard
Will a cheque suffice?,top_up_by_cash_or_cheque
How long does it take for a transfer to show up in my account?,transfer_timing
What is taking so long with my refund?,Refund_not_showing_up
What ATM locations are near me?,atm_support
How do I tell if my top up was reverted?,top_up_reverted
How long does it take for money to reach my account?,balance_not_updated_after_bank_transfer
I need my card to be delivered fast,card_delivery_estimate
"Hello, what is a virtual card and how do I get one?",getting_virtual_card
You charged me more than once for the same transaction!,transaction_charged_twice
where can I change my address?,edit_personal_details
Can I go ahead and use my account even though my identify hasn't been verified yet?,why_verify_identity
One of my payments was doubled,transaction_charged_twice
The amount of cash I requested to withdrawal did not match what I received when exchanged,wrong_exchange_rate_for_cash_withdrawal
I want to transfer some money from my other bank account into this one.,transfer_into_account
Where can I edit personal details?,edit_personal_details
I sent some money and the account hasn't recived the transfer I made.,transfer_not_received_by_recipient
Verify top-up card help?,verify_top_up
Can a credit card be used to transfer money?,topping_up_by_card
"Can you check about unauthorized use of my card, I think someone is using mine without my knowledge?",compromised_card
How do I change my card PIN?,change_pin
What is your opinion on the exchange rate?,exchange_rate
I can't find my card! Can you help?,lost_or_stolen_card
Why does my statement show various transaction times?,transaction_charged_twice
What retailers accept my card?,card_acceptance
If my card is about to expire how long would it take to receive a new one and how much would that cost me?,card_about_to_expire
Is the PIN sent in another message?,get_physical_card
Can I change my pin number at a cash machine?,change_pin
Where can I get a physical card?,order_physical_card
"I was checking the app for my account and I noticed there is an authorized charge on it.  I haven't used my card today, so I know I didn't do it.  I would like the transaction reversed and the money replaced.",direct_debit_payment_not_recognised
This place has been too much work so I'd just like to close out my account & be done.,terminate_account
Your exchange rate was off.  I was charged extra on my payment that I made last Saturday.,card_payment_wrong_exchange_rate
I need a physical card.  What are the fees?,order_physical_card
What is the first step that I should take after my card has been stolen?,lost_or_stolen_card
In which countries does your app work,country_support
You have declined my  payment.,declined_card_payment
Can I already use my account although the identity verification has not passed yet?,why_verify_identity
I'm having difficulties changing AUD for GBP. How do I do this?,exchange_via_app
"Could not complete transfer, states 'declined'",declined_transfer
Is there a way to change my PIN without having to go to the bank?,change_pin
I requested a refund but can't see it.,Refund_not_showing_up
I was not distributed the correct amount of cash that I asked for,wrong_amount_of_cash_received
I have a charge I did not make.,card_payment_not_recognised
Why did using an ATM cause me to have an extra fee charged?,cash_withdrawal_charge
Why am I missing my refund,Refund_not_showing_up
Asked for $100 but only got $20. Why would this happen?,wrong_amount_of_cash_received
Why can't I buy cryptocurrency on the app?,beneficiary_not_allowed
My contactless is non-functional.,contactless_not_working
"I accidentally chose to exchange GBP, but I need to pick AUD. How can I change it?",exchange_via_app
I think I was charged by mistake on my debit statement.,direct_debit_payment_not_recognised
Why did I get charged extra?,card_payment_fee_charged
Am I able to cancel a transfer I just made,cancel_transfer
I can't use top up on Google Pay.,apple_pay_or_google_pay
Can I write a cheque to top up?,top_up_by_cash_or_cheque
Hi - I have made a transaction to my new landlord but unfortunately it shows on my end but not on the landlord's end. The numbers are correct. Can you confirm when that will go through?,transfer_not_received_by_recipient
There is an odd 1£ charge that appears as pending on my statement. What's the reason for that? I haven't purchased anything for a pound.,extra_charge_on_statement
Why did you charge me for taking out cash?,cash_withdrawal_charge
Can I exchange an item for a refund?,request_refund
Can you please refund my item?,request_refund
Help!  I forgot my password.,passcode_forgotten
What do I do if the machine rejects my card?,card_not_working
I took out money from the ATM and it's still showing as pending?,pending_cash_withdrawal
Why was my account assessed a fee for an ATM transaction?,cash_withdrawal_charge
An ATM machine didn't give me back my card.,card_swallowed
What was the issue with my topping up?,top_up_failed
Is there a money transfer fee?,transfer_fee_charged
Please help me delete this account.,terminate_account
Why has my top up been returned?,top_up_reverted
I was charged twice.,transaction_charged_twice
